"Replicate.Name","Column","Area.Value","Mz.Value","RT.Value","SN.Value","Alignment.ID","Metabolite.Name","Adduct.type","MS.MS.assigned","Reference.RT","Reference.m.z","Comment","S.N.average","Spectrum.reference.file.name"
"171023_Std_4uMStdinH20_2","HILICNeg",149635952,133.013,13.32,179.927,"378","Malic Acid","[M-H]-","TRUE","13.226","133.01311","G;","28.8","171023_Poo_TruePooWeek4Neg_dda1"
"171023_Std_4uMStdinMatrix_1","HILICNeg",87647016,133.013,13.413,57.0773,"378","Malic Acid","[M-H]-","TRUE","13.226","133.01311","G;","28.8","171023_Poo_TruePooWeek4Neg_dda1"
"171023_Std_4uMStdinMatrix_2","HILICNeg",156802176,133.013,13.394,136.2541,"378","Malic Acid","[M-H]-","TRUE","13.226","133.01311","G;","28.8","171023_Poo_TruePooWeek4Neg_dda1"
"171002_Blk_ProcessBlk_1","HILICNeg",6044583,135.03,6.868,0.2944041,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171002_Blk_ProcessBlk_2","HILICNeg",4470642,135.03,6.514,0.4396366,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171002_Blk_ProcessBlk_3","HILICNeg",6021584,135.03,6.599,0.5477211,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171002_Poo_Sept29QC_1","HILICNeg",11806328,135.03,6.41,2.575758,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171002_Poo_TruePooWeek1_Full1","HILICNeg",6925170,135.03,6.653,0.4226286,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171002_Poo_TruePooWeek1_Full2","HILICNeg",5816459,135.03,6.804,0.5993029,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171002_Poo_TruePooWeek1_Full3","HILICNeg",6184520,135.03,6.892,0.1666322,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171002_Poo_TruePooWeek1_Full4","HILICNeg",5525874,135.03,7.247,0.809887,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171002_Poo_TruePooWeek1_Half1","HILICNeg",7713674,135.03,6.142,1.037581,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171002_Poo_TruePooWeek1_Half2","HILICNeg",5715811,135.03,5.395,0.2373704,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171002_Poo_TruePooWeek1_Half3","HILICNeg",5598844,135.03,6.518,0.6213503,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171002_Poo_TruePooWeek1_Half4","HILICNeg",4292468,135.03,7.397,0.2194846,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171002_Poo_TruePooWeek1Neg_dda1","HILICNeg",4981326,135.03,5.219,0.3453403,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171002_Poo_TruePooWeek1Neg_dda2","HILICNeg",5181490,135.03,6.496,0.3555144,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171002_Poo_TruePooWeek1Neg_dda3","HILICNeg",4418138,135.03,6.572,0.5325955,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171002_Poo_TruePooWeek1Neg_dda4","HILICNeg",4065906,135.03,6.513,0.2974224,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171002_Smp_IL1Control_1","HILICNeg",6384331,135.03,6.65,0.4590006,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171002_Smp_IL1Control_2","HILICNeg",7707578,135.03,5.695,0.7646677,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171002_Smp_IL1Control_3","HILICNeg",6582167,135.03,6.622,0.370053,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171002_Smp_IL1DMB_1","HILICNeg",6233784,135.03,6.94,0.4958784,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171002_Smp_IL1DMB_2","HILICNeg",5570141,135.03,7.407,0.4452465,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171002_Smp_IL1DMB_3","HILICNeg",5507524,135.03,5.937,0.3435453,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171002_Smp_IL1DMBnoBT_1","HILICNeg",4314936,135.03,7.344,0.3706675,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171002_Smp_IL1DMBnoBT_2","HILICNeg",6559342,135.03,6.183,0.2977465,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171002_Smp_IL1DSW_1","HILICNeg",6453266,135.03,6.564,0.7009273,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171002_Smp_IL1DSW_3","HILICNeg",6858135,135.03,6.407,0.663043,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171002_Smp_IL1noBT_1","HILICNeg",6493338,135.03,6.538,0.4921387,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171002_Smp_IL1noBT_2","HILICNeg",6424206,135.03,6.425,0.0982753,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171002_Smp_IL1noBT_3","HILICNeg",6021853,135.03,6.238,0.4643906,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171002_Smp_IL1WBT_1","HILICNeg",7211232,135.03,6.732,0.7164425,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171002_Smp_IL1WBT_2","HILICNeg",4586621,135.03,7.017,0.3996058,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171002_Smp_IL1WBT_3","HILICNeg",6207032,135.03,7.07,0.5314627,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171002_Smp_IT0_1","HILICNeg",5495687,135.03,6.9,0.5740107,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171002_Smp_IT0_2","HILICNeg",6086404,135.03,6.757,0.7369544,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171002_Smp_IT0_3","HILICNeg",5229518,135.03,7.295,0.4229351,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171002_Std_4uMStdinH20_1a","HILICNeg",8045854,135.03,7.061,0.5248839,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171002_Std_4uMStdinH20_2","HILICNeg",3849570,135.03,7.028,0.2891137,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171002_Std_4uMStdinMatrix_1","HILICNeg",7583461,135.03,6.205,0.8316007,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171002_Std_4uMStdinMatrix_2","HILICNeg",4458186,135.03,6.489,0.4482678,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171009_Blk_ProcessBlk_1","HILICNeg",7443911,135.03,6.47,0.4985668,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171009_Blk_ProcessBlk_2","HILICNeg",7825688,135.03,6.595,0.7498658,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171009_Blk_ProcessBlk_3","HILICNeg",7322938,135.03,6.67,0.6561166,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171009_Poo_Sept29QC_1","HILICNeg",10595440,135.03,6.044,2.167404,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171009_Poo_TruePooWeek2_Full1","HILICNeg",14165887,135.03,6.002,3.505759,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171009_Poo_TruePooWeek2_Full2","HILICNeg",14379885,135.03,6.076,3.615179,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171009_Poo_TruePooWeek2_Full3","HILICNeg",16022824,135.03,6.082,3.975759,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171009_Poo_TruePooWeek2_Full4","HILICNeg",14594189,135.03,6.11,3.382751,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171009_Poo_TruePooWeek2_Half1","HILICNeg",10794199,135.03,6.063,2.271718,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171009_Poo_TruePooWeek2_Half2","HILICNeg",10440660,135.03,6.083,2.131113,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171009_Poo_TruePooWeek2_Half3","HILICNeg",12521079,135.03,6.17,2.949164,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171009_Poo_TruePooWeek2_Half4","HILICNeg",12522396,135.03,6.153,2.760293,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171009_Smp_DSW700m_1","HILICNeg",6198672,135.03,5.902,0.8468006,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171009_Smp_DSW700m_2","HILICNeg",7849806,135.03,6.048,0.884241,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171009_Smp_DSW700m_3","HILICNeg",7442830,135.03,6.077,0.8034299,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171009_Smp_IL1Control5um_1","HILICNeg",19995688,135.03,6.08,9.883574,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171009_Smp_IL1Control5um_2","HILICNeg",10493281,135.03,6.066,3.750709,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171009_Smp_IL1Control5um_3","HILICNeg",22442196,135.03,6.118,7.961102,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171009_Smp_IL1DMB5um_1","HILICNeg",20473672,135.03,6.093,3.743359,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171009_Smp_IL1DMB5um_2","HILICNeg",16760199,135.03,6.133,3.699754,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171009_Smp_IL1DMB5um_3","HILICNeg",14296145,135.03,6.086,3.80463,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171009_Smp_IL1DMBnoBT5um_1","HILICNeg",19241482,135.03,6.17,3.24069,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171009_Smp_IL1DMBnoBT5um_2","HILICNeg",17670202,135.03,6.07,5.023038,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171009_Smp_IL1DMBnoBT5um_3","HILICNeg",21424280,135.03,6.117,6.545735,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171009_Smp_IL1DSW5um_1","HILICNeg",25208744,135.03,6.117,7.225585,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171009_Smp_IL1DSW5um_2","HILICNeg",18528242,135.03,6.087,4.232213,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171009_Smp_IL1DSW5um_3","HILICNeg",18070356,135.03,6.048,9.502259,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171009_Smp_IL1noBT5um_1","HILICNeg",15224263,135.03,6.024,5.204148,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171009_Smp_IL1noBT5um_2","HILICNeg",17190114,135.03,6.064,5.535755,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171009_Smp_IL1noBT5um_3","HILICNeg",26623474,135.03,6.104,7.92051,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171009_Smp_IL1WBT5um_1","HILICNeg",7285286,135.03,6.043,1.471342,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171009_Smp_IL1WBT5um_2","HILICNeg",11702524,135.03,6.208,2.522666,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171009_Smp_IL1WBT5um_3","HILICNeg",12083828,135.03,6.138,2.890212,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171009_Smp_IT05um_1","HILICNeg",11136436,135.03,6.091,2.309317,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171009_Smp_IT05um_2","HILICNeg",9221545,135.03,6.079,1.922199,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171009_Smp_IT05um_3","HILICNeg",11653890,135.03,6.092,2.541,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171009_Std_4uMStdinH20_1","HILICNeg",6704344,135.03,6.386,0.7035886,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171009_Std_4uMStdinH20_2","HILICNeg",6151055,135.03,6.724,0.4171288,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171009_Std_4uMStdinMatrix_1","HILICNeg",9442532,135.03,6.024,1.697767,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171009_Std_4uMStdinMatrix_2","HILICNeg",9071808,135.03,6.056,1.749211,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171016_Blk_ProcessBlk_1","HILICNeg",5944599,135.03,6.399,0.5506713,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171016_Blk_ProcessBlk_2","HILICNeg",5310903,135.03,6.102,0.4810384,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171016_Blk_ProcessBlk_3","HILICNeg",5946175,135.03,7.246,0.4956118,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171016_Poo_Sept29QC_1","HILICNeg",7225524,135.03,6.229,1.44555,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171016_Poo_TruePooWeek3_Full1","HILICNeg",5836039,135.03,5.964,0.9575106,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171016_Poo_TruePooWeek3_Full2","HILICNeg",6632442,135.03,6.3,0.7085874,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171016_Poo_TruePooWeek3_Full3","HILICNeg",4482094,135.03,6.382,0.1715628,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171016_Poo_TruePooWeek3_Full4","HILICNeg",5306488,135.03,5.958,0.8753434,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171016_Poo_TruePooWeek3_Half1","HILICNeg",4946566,135.03,6.258,0.7160364,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171016_Poo_TruePooWeek3_Half2","HILICNeg",5861350,135.03,5.774,0.5237145,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171016_Poo_TruePooWeek3_Half3","HILICNeg",4342564,135.03,5.119,0.3390039,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171016_Poo_TruePooWeek3_Half4","HILICNeg",7442310,135.03,7.092,0.3966454,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171016_Poo_TruePooWeek3Neg_dda1","HILICNeg",4304375,135.03,6.387,0.6228874,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171016_Poo_TruePooWeek3Neg_dda2","HILICNeg",5171776,135.03,6.382,0.2474965,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171016_Poo_TruePooWeek3Neg_dda3","HILICNeg",5498890,135.03,6.918,0.7641091,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171016_Poo_TruePooWeek3Neg_dda4","HILICNeg",5890444,135.03,6.386,0.7639899,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171016_Smp_DSW700m_1","HILICNeg",5133604,135.03,6.357,0.4974727,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171016_Smp_DSW700m_2","HILICNeg",5454793,135.03,6.278,0.8104507,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171016_Smp_DSW700m_3","HILICNeg",7482674,135.03,6.341,0.9338189,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171016_Smp_IL2Control_1","HILICNeg",5600432,135.03,6.911,0.5102116,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171016_Smp_IL2Control_2","HILICNeg",5336516,135.03,5.371,0.2444474,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171016_Smp_IL2Control_3","HILICNeg",5355922,135.03,6.33,0.5713968,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171016_Smp_IL2DMB_1","HILICNeg",5292044,135.03,6.641,0.6661613,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171016_Smp_IL2DMB_2","HILICNeg",5594857,135.03,6.576,0.4464013,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171016_Smp_IL2DMB_3","HILICNeg",5662422,135.03,6.821,0.7208672,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171016_Smp_IL2DMBnoBT_1","HILICNeg",6286991,135.03,6.392,0.7746207,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171016_Smp_IL2DMBnoBT_2","HILICNeg",5004851,135.03,6.292,0.548259,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171016_Smp_IL2DMBnoBT_3","HILICNeg",5515850,135.03,5.926,0.4883472,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171016_Smp_IL2DSW_1","HILICNeg",5942984,135.03,5.588,0.7415621,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171016_Smp_IL2DSW_2","HILICNeg",6050419,135.03,6.212,0.7896511,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171016_Smp_IL2DSW_3","HILICNeg",4885080,135.03,6.117,0.5529042,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171016_Smp_IL2noBT_1","HILICNeg",6061564,135.03,7.215,0.3961936,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171016_Smp_IL2noBT_2","HILICNeg",3777971,135.03,5.617,0.6912366,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171016_Smp_IL2noBT_3","HILICNeg",6170162,135.03,6.127,0.7654387,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171016_Smp_IL2WBT_1","HILICNeg",4119218,135.03,6.05,0.3316211,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171016_Smp_IL2WBT_2","HILICNeg",5989332,135.03,5.535,0.6949318,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171016_Smp_IL2WBT_3","HILICNeg",5871662,135.03,6.621,1.022268,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171016_Smp_IT0_1","HILICNeg",5400270,135.03,6.331,0.6594738,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171016_Smp_IT0_2","HILICNeg",5533597,135.03,7.141,0.658228,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171016_Smp_IT0_3","HILICNeg",6495894,135.03,5.703,0.8336082,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171016_Std_4uMStdinH20_1","HILICNeg",5873640,135.03,5.864,0.8784225,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171016_Std_4uMStdinH20_2","HILICNeg",5835678,135.03,6.217,0.5629833,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171016_Std_4uMStdinMatrix_1","HILICNeg",3045868,135.03,6.175,0.5244009,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171016_Std_4uMStdinMatrix_2","HILICNeg",5610180,135.03,5.757,0.6131402,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
"171023_Blk_ProcessBlk_1","HILICNeg",4993414,135.03,6.375,0.5120584,"409","Hypoxanthine","[M-H]-","FALSE","5.53","135.03069","G; not in standard mix ","5.02","171009_Smp_IL1noBT5um_3"
